boro,street,yr,m,sum_vol,count_requestid
Bronx,EASTERN BLVD BR,2014,7,38319,95
Queens,BELL BLVD,2014,3,4450,71
Queens,S/B YELLOWSTONE BLVD @ GROTON ST,2009,6,8773,147
Queens,E/B 31 AVE @ STEINWAY ST,2009,11,53746,1637
Bronx,CATLE HILL AVE BET WESTCH ESTER & STARLING AVES,2011,2,12813,205
Brooklyn,LINDEN BOULEVARD,2020,8,192106,1920
Manhattan,W 58 ST,2012,10,89510,864
Brooklyn,METROPOLITAN AVENUE BRIDGE,2020,8,215404,1344
Brooklyn,MASPETH AV,2013,11,28383,1317
Queens,N/B BEACH CHANNEL DR @ DIX AVE,2010,7,29778,390
Brooklyn,BEVERLY ROAD,2017,7,56085,1540
Queens,ROOSEVELT AVENUE,2015,4,91016,1344
Manhattan,E 32 ST,2013,12,136688,3280
Manhattan,E/B BROOKLYN BRIDGE,2009,10,640012,1254
Staten Island,SOUTH AV,2014,5,23174,581
Queens,76 AV,2014,7,321,109
Brooklyn,W 6TH ST SB APPROACH TO AVE U,2011,2,88740,1760
Queens,N/B 188 ST @ HILLSIDE AVE,2010,1,50648,759
Brooklyn,NORMAN AV,2014,4,47454,1522
Brooklyn,3 STREET BRIDGE,2018,5,141415,2555
Bronx,CONCOURSE VILLAGE WEST,2012,2,11961,238
Manhattan,MURRAY STREET,2017,6,56213,1344
Manhattan,CANAL STREET,2018,5,47005,384
Bronx,BEDFORD PARK BLVD,2016,3,161607,2880
Staten Island,N/B MARSH AVE @ S. I. MALL DR,2009,3,7588,482
Bronx,HENRY HUDSON PARKWAY,2017,5,1085163,2582
Brooklyn,HUMBOLDT ST,2014,11,67980,1344
Brooklyn,WEST 20 STREET,2014,9,14628,768
Manhattan,MANHATTAN BRIDGE,2018,10,1069218,4032
Bronx,BAILEY AVENUE,2015,4,114984,1344
Queens,MAIN STREET,2017,10,398271,3456
Bronx,EAST 180 STREET,2016,10,212494,2688
Manhattan,EAST 82 STREET,2014,9,12351,350
Bronx,EAST 167 STREET,2015,9,301876,6912
Brooklyn,10 AV,2012,4,23348,769
Manhattan,DYCKMAN STREET,2018,11,46409,768
Bronx,EASTERN BLVD BR,2012,5,75308,80
Manhattan,WEST 26 STREET,2018,4,55499,672
Brooklyn,BROADWAY,2019,1,150314,2112
Brooklyn,PARKSIDE AVENUE,2017,10,188917,2506
Brooklyn,TILDEN AVENUE,2017,1,14123,757
Bronx,ALBANY CR,2013,4,83620,2688
Manhattan,VARICK STREET,2015,1,218613,672
Queens,BEP EB EXIT 21 B,2014,6,45932,672
Brooklyn,MARCUS GARVEY BOULEVARD,2019,1,140112,1149
Manhattan,YORK AVENUE,2019,10,742321,6098
Brooklyn,PARKSIDE AVENUE,2017,5,486675,6249
Queens,WOODSIDE AVENUE,2014,10,69563,1728
Brooklyn,AV U,2014,6,53623,769
Queens,W/B MEMPHIS AVE @ 243 ST,2009,12,6823,331
Queens,SEAGIRT BOULEVARD,2014,12,546259,6138
Brooklyn,86 STREET,2019,11,41689,791
Queens,115 STREET,2017,1,14766,552
Staten Island,NEW DORP LANE,2018,5,300182,5154
Queens,31 DRIVE,2015,6,24957,1344
Brooklyn,BAY 37 STREET,2016,9,12259,1344
Staten Island,SUFFOLK AVENUE,2015,12,1257,386
Manhattan,DYCKMAN ST,2014,6,127485,1889
Queens,SUTPHIN BOULEVARD,2019,1,169612,2496
Manhattan,WADSWORTH AVE N/O W 173rd ST,2011,9,25809,1042
Queens,HUNTERS PT BR,2012,3,2602,116
Queens,HOR HARDING EXWY SR N,2012,6,83264,1681
Bronx,NEILL AV,2014,1,48333,1785
Manhattan,BROADWAY BRIDGE,2018,10,1,27
Brooklyn,EAST 56 STREET,2016,4,84620,4032
Bronx,PENNYFIELD AVENUE,2019,11,47052,1728
Brooklyn,PENNSYLVANIA AVENUE,2014,12,1003886,6720
Brooklyn,4TH AVE APPROACHING 39TH ST,2010,7,37872,194
Queens,80 ST,2012,10,7994,454
Brooklyn,E/B 83 ST @ COLONIAL RD,2010,6,10498,766
Manhattan,EAST 126 STREET,2016,3,215963,4032
Manhattan,ALEXANDER HAMILTON BRIDGE,2017,11,2359774,5030
Brooklyn,Flatbush Ave NB Between,2009,12,584254,3531
Brooklyn,LIBERTY AV,2013,10,69452,1152
Bronx,E/B W 197 ST @ RESERVOIR AVE,2010,10,6928,331
Queens,E/B 69 RD/JEWEL AVE (S/R) @PARK DRIVE E,2010,3,56989,956
Brooklyn,NOSTRAND AVENUE,2013,10,67731,711
Staten Island,S/B VETERANS RD W @ BRICKTOWN PLAZA MALL,2009,12,50299,684
Bronx,WHITE PLAINS ROAD,2019,1,284883,3840
Brooklyn,E/B FLUSHING AVE @ N PORTLAND AVE,2010,4,13583,384
Brooklyn,BOERUM PL,2014,6,252707,1536
Queens,CIP NB EN SOUTHERN STATE PKWY,2017,6,1050183,2196
Queens,BROOKVILLE BOULEVARD,2014,9,256466,2291
Queens,GRAND CENTRAL PARKWAY,2014,11,2828824,2688
Manhattan,VARICK STREET,2015,10,289499,864
Queens,108 STREET,2015,5,479718,7462
Queens,S/B 118 ST @ 111 AVE,2009,11,12954,857
Bronx,HENRY HUDSON PKWY,2011,5,259171,1002
Manhattan,FDR DRIVE EXIT 8 NORTHBOUND,2015,10,69947,960
Queens,48 AV,2013,11,32160,2078
Bronx,EAST 135 STREET,2017,9,69991,768
Brooklyn,WINTHROP STREET,2018,11,92623,1920
Queens,S/B 90 ST @ 56 AVE,2010,8,7385,381
Brooklyn,82 STREET,2016,5,5879,379
Bronx,BARTOW AVENUE,2019,1,233070,2298
Brooklyn,EAST 108 STREET,2016,3,123514,3456
Bronx,WEBSTER AVENUE,2013,3,228865,2487
Manhattan,EDGECOMBE AVENUE,2018,6,15267,960
Brooklyn,KOSCIUSZKO BRIDGE,2015,5,890725,1109
Manhattan,65 ST TRANSVERSE,2017,12,205222,1426
Manhattan,W 51 ST,2011,7,19779,244
Manhattan,EAST 15 STREET,2019,10,19088,1155
Queens,69 ROAD,2017,2,7951,567
Staten Island,W/B RICHMOND RD @ MIDLAND AVE,2009,11,48579,1030
Brooklyn,NOSTRAND AV,2012,11,291595,7457
Manhattan,CENTRE STREET,2016,10,126049,1440
Manhattan,ROOSEVELT IS BRIDGE,2015,5,2475,76
Bronx,RIVERDALE AV @ W 263 ST (CITY LINE),2010,3,39044,817
Bronx,BOSTON ROAD,2019,11,366247,3456
Manhattan,HARLEM RIVER DRIVEWAY,2015,11,5564,96
Bronx,JEROME AV,2014,3,35857,723
Manhattan,CATHEDRAL PARKWAY,2015,5,59431,1344
Manhattan,W THAMES ST,2013,11,32887,1338
Brooklyn,UTICA AVE NB APPROACH TO FLATLANDS AVE,2010,7,147187,1252
Bronx,E 180TH ST WB APPROACH TO SOUTHERN BLVD,2009,11,44220,766
Queens,LIBERTY AVENUE,2019,10,145428,3456
Staten Island,DRUMGOOLE RD W,2012,10,24433,720
Manhattan,BROOKLYN BRIDGE,2018,10,1671463,2688
Brooklyn,S/B GRAHAM AVE @ POWERS ST,2009,2,5130,308
Bronx,VAN CORTLANDT PARK EAST,2017,4,86257,1986
Queens,FLUSHING AVENUE,2019,1,157723,1914
Manhattan,EAST 79 STREET,2015,6,675928,7680
Bronx,BRUCKNER EXPRESSWAY EXIT 45 EB,2015,1,30624,672
Queens,LIE North SRD WB,2011,5,74334,710
Manhattan,WEST 145 STREET,2018,11,28435,384
Manhattan,46TH ST APPROACH TO 6TH AVE,2011,4,106475,1535
Bronx,EASTCHESTER BR,2012,5,292276,2664
Brooklyn,UTICA AVE SB APPROACH TO CLARENDON RD,2010,7,139529,1157
Bronx,SOUTHERN BOULEVARD,2015,11,521941,5376
Manhattan,W 158 ST,2014,8,56038,1344
Brooklyn,FLATBUSH AVENUE,2018,3,498783,4224
Queens,THORNHILL AVENUE,2018,7,3943,1032
Queens,N/B DEKALB AVE @ CYPRESS AVE,2010,3,25723,1396
Manhattan,FDR DRIVE EXIT 8 NORTHBOUND,2015,9,35656,384
Bronx,CBE NB EXIT 2 B,2013,11,92563,722
Bronx,W/B CITY ISLAND BRIDGE @ PELHAM BAY PARK,2008,4,82982,223
Bronx,HENRY HUDSON PARKWAY,2016,5,1489477,3013
Brooklyn,W/B DRIGGS AVE @ HUMBOLDT ST,2010,7,36684,1208
Bronx,SB BROADWAY APPR TO W 230 th ST,2012,2,38052,223
Brooklyn,MORGAN AVENUE,2018,11,193739,2492
Bronx,WEBSTER AV,2012,4,23094,491
Queens,LINDEN STREET,2014,10,11360,790
Queens,34 AV,2012,10,149159,2098
Staten Island,WESTERVELT AVENUE,2018,10,42225,1344
Brooklyn,COLUMBIA ST,2014,6,83180,3418
Brooklyn,FRONT STREET,2016,9,181509,4307
Bronx,HUTCHINSON PY SB EN PELHAM PY WB,2015,6,61486,1930
Queens,S/B 150 ST @ 25 AVE,2010,12,291,33
Bronx,N/B MATILDA AVE @ NEREID AVE,2010,9,4209,378
Brooklyn,COZINE AVENUE,2017,4,28606,765
Brooklyn,HOWARD AV,2013,2,26065,668
Bronx,HALL OF FAME TERRACE,2014,11,46024,1344
Queens,QUEENS MIDTOWN EXPRESSWAY BRIDGE,2015,6,709102,3048
Bronx,JEROME AVENUE,2019,1,583779,9024
Staten Island,ELKHART ST,2013,11,1874,754
Queens,N/B ASCAN AVE @ RUSSELL PL / WINTER ST,2010,4,14715,595
Manhattan,C P 7 AVENUE APPROACH,2017,10,11795,1628
Brooklyn,PROSPECT AVENUE,2017,8,52752,2683
Staten Island,E/B RICHMOND RD @ MIDLAND AVE,2009,11,28295,933
Staten Island,CRYSTAL AVENUE,2017,9,4378,383
Brooklyn,MARCY AVENUE,2018,11,153120,2016
Queens,ROCKAWAY FRWY,2014,5,48962,1536
Queens,W/B INTERBOROUGH PKWY @ VERMONT PL,2010,3,23947,415
Queens,SOUTH CONDUIT AVENUE,2016,4,33293,65
Brooklyn,JAY STREET,2015,6,108754,1344
Queens,153 AVENUE,2015,10,28963,2688
Brooklyn,SARATOGA AV,2016,8,49476,773
Queens,HUNTERS POINT BRIDGE,2019,5,75413,2112
Staten Island,RIDGEWOOD AV,2013,10,99115,2614
Brooklyn,METROPOLITAN AVENUE,2017,12,173704,1428
Queens,MERRICK BOULEVARD,2019,4,127800,1152
Queens,RIKERS IS BR,2012,4,147708,2852
Manhattan,E/B E 139 ST (E LEG) @ 5 AVE,2009,9,17031,444
Queens,66 STREET,2017,6,5227,391
Brooklyn,SUTTER AV,2011,3,52454,1062
Manhattan,BROADWAY,2019,3,257741,2304
Queens,41 AV,2011,7,18955,2091
Staten Island,NOME AVENUE,2017,5,145945,2688
Brooklyn,BAY RIDGE AVE APPROACHING 4TH AVE,2010,6,55164,2396
Brooklyn,N/B E 1 ST @ AVE S,2009,11,4005,372
Staten Island,MILL ROAD,2017,6,69669,2688
Manhattan,WEST 65 STREET,2018,1,66435,1344
Bronx,WICKHAM AVENUE,2016,11,4157,244
Manhattan,W 55 ST,2014,3,60421,716
Manhattan,VARICK STREET,2019,10,216126,864
Manhattan,AMSTERDAM AVENUE,2014,5,253517,1056
Queens,VAN WICKLEN ROAD,2015,6,18666,672
Queens,N/B 260 ST @ HILLSIDE AVE,2010,4,1578,387
Brooklyn,E/B CORTELYOU RD @ STRATFORD RD,2010,10,67,36
Brooklyn,AVENUE N,2015,3,32337,395
Queens,VERNON BOULEVARD,2019,1,136901,2688
Manhattan,S/B CEN. PK EXT TO 7 AVE @ CENT. PK S,2009,9,12951,1142
Bronx,ESPLANADE,2017,10,5621,768
Staten Island,W/B S. GANNON AVE @ VICTORY BLVD,2010,5,120643,768
Queens,36 AVENUE,2018,9,19271,1371
Brooklyn,EAST 45 STREET,2017,8,3699,317
Brooklyn,LAFAYETTE AVE @ WAVERLY AVE,2009,9,85852,1088
Brooklyn,FULTON ST APPROACH TO PUTNAM AVE,2011,5,47469,918
Brooklyn,WEST 31 STREET,2013,2,4975,382
Bronx,E/B E GUNHILL RD @ TRYON AVE,2009,10,66256,767
Bronx,CROSS BRONX EXPRESSWAY SR SOUTH,2019,2,137627,1536
Queens,73 AV,2011,6,30866,2127
Brooklyn,E/B 9TH ST BRIDGE @ 2 AVE,2010,4,58848,1350
Queens,JUNCTION BLVD,2012,9,4936,109
Manhattan,N/B LENOX AVE @ W 135 ST,2009,10,109622,899
Queens,W/B PARK LANE SOUTH @ 105 ST (W LEG),2009,4,17352,352
Bronx,RYAWA AVENUE,2017,5,58895,4032
Bronx,W/B MORRIS PARK AVE @ FOWLER AVE,2010,5,21256,366
Queens,E/B JAMAICA AVE @ 190 ST,2010,5,106633,906
Bronx,OLINVILLE AVENUE,2016,11,3644,288
Manhattan,AVENUE OF THE AMERICAS,2017,11,1442994,4763
Brooklyn,3 AVENUE,2017,10,86022,1728
Manhattan,PARK ROW,2014,10,62111,864
Brooklyn,LIVONIA AVENUE,2016,10,23084,1344
Manhattan,WEST 225 STREET,2016,2,102768,1344
Staten Island,E/B HARVEST AVE @ BEMENT AVE,2010,11,2750,151
Queens,54 STREET,2019,4,16143,765
Bronx,WARING AV,2013,11,4963,194
Bronx,WEBSTER AV,2013,11,683080,5737
Queens,87 AVENUE,2019,2,3291,576
Brooklyn,MCGUINNESS BLVD NB APPR BET CALYER AND GREENPOINT,2010,9,154723,860
Bronx,BUTTRICK AVENUE,2019,2,1786,1536
Manhattan,5 AVENUE,2015,7,78731,361
Manhattan,9 AV,2014,3,172485,557
Queens,WOODHAVEN BOULEVARD,2017,10,383682,1536
Brooklyn,BAY PKWY APPROACH TO 63RD ST,2010,12,186497,1841
Brooklyn,MANHATTAN AVENUE,2015,1,29286,792
Bronx,EAST TREMONT AVENUE,2014,9,195755,2592
Brooklyn,SMITH STREET,2016,10,60487,1536
Manhattan,BROADWAY,2017,7,1973,96
Queens,14 STREET/CANARSIE LINE,2015,10,49268,768
Manhattan,10 AV,2013,1,228092,2156
Brooklyn,CANARSIE LANE,2015,4,37832,1344
Manhattan,ROOSEVELT IS BRIDGE,2019,5,89161,1920
Brooklyn,EAST LAKE DRIVE,2017,4,508,144
Brooklyn,NOSTRAND AV,2014,6,639742,6365
Brooklyn,W/B AVE K @ E 9 ST,2009,12,12500,327
Brooklyn,BERGEN STREET,2018,3,38645,1056
Brooklyn,EAST 55 STREET,2017,3,4116,452
Manhattan,W 116 ST,2014,10,65411,2304
Bronx,BAY PLZ DRIVEWAY,2012,10,140044,2114
Brooklyn,HIGHLAND BLVD,2012,9,55880,1096
Brooklyn,76 ST,2012,9,5217,377
Queens,ROOSEVELT AV BR,2014,4,236547,2793
Manhattan,86 ST TRANSVERSE,2015,1,166548,1344
Brooklyn,COURT ST APPROACH TO KANE ST,2011,11,225849,2014
Brooklyn,CONEY ISL AVE & CATON AVE BET E10TH & CONEY ISL AVE,2010,10,53983,733
Brooklyn,3 AVENUE,2018,5,220299,2554
Manhattan,CHAMBERS STREET,2017,6,179781,2688
Manhattan,W 39 ST,2012,9,19396,183
Brooklyn,DORCHESTER ROAD,2016,7,1824,40
Staten Island,RICHMOND TER,2014,7,23495,753
Brooklyn,NORTH 5 STREET,2017,3,7488,364
Brooklyn,BAY PKWY APPROACH TO 60TH ST,2010,12,167305,1840
Queens,CYPRESS AVENUE,2019,10,81820,1728
Staten Island,E/B HYLAN BOULEVARD@ GUYON AVE,2009,5,34773,158
Queens,QUEENS BOULEVARD,2015,10,4780808,32640
Brooklyn,OCEAN AVENUE,2017,9,435057,4189
Manhattan,WEST 15 STREET,2013,5,48320,672
Queens,VAN WYCK EXPRESSWAY EXIT 9 NB,2016,6,31985,672
Brooklyn,S/B SOUTH ELLIOT PLACE @ LAFAYETTE AVE,2011,2,9006,1140
Queens,W/B LIE MAIN RDY 2 LANE N SIDE@CITY LINE,2010,5,301296,1425
Queens,MAIN ST,2012,4,4681,322
Queens,ALLENDALE STREET,2016,3,2355,1344
Bronx,E/B LAFAYETTE AVE @ TIFFANY ST,2009,10,6919,361
Staten Island,Amboy Rd,2012,1,131813,1486
Brooklyn,DAHILL ROAD,2017,3,15686,480
Staten Island,RICHMOND AVENUE,2019,1,115860,1152
Brooklyn,S/B E 95 ST @ FOSTER AVE,2010,10,511,41
Queens,58 STREET,2018,10,45871,1152
Bronx,WESTCHESTER AVENUE,2014,9,277961,4259
Manhattan,AMSTERDAM AV,2011,8,903602,4211
Queens,ATLANTIC AVENUE,2018,4,107380,762
Manhattan,CHERRY STREET,2014,10,13572,864
Brooklyn,COURT ST,2013,9,169914,1862
Queens,W/B BROADWAY @ 69 ST,2010,1,70062,1049
Staten Island,ROCKLAND AVENUE,2016,8,230741,2880
Manhattan,FORSYTH STREET,2015,10,51848,1728
Manhattan,HUDSON STREET,2015,10,36519,864
Queens,GRAND AVENUE,2015,11,505875,5184
Manhattan,BOWERY BET DIVISION & PELL STS,2011,3,164590,1168
Queens,E/B GRAND ST BR @ 47 ST,2010,3,4088,16
Queens,LIE EXT RMP,2011,5,35430,539
Bronx,ST MARYS STREET,2014,10,12748,480
Brooklyn,N/B WASHINGTON AVE @ LINCOLN PLACE,2011,3,24174,336
Manhattan,HUDSON STREET,2018,10,31552,192
Brooklyn,NEW UTRECHT AVENUE,2015,10,69052,1728
Brooklyn,9 STREET BRIDGE,2018,6,14109,240
Queens,SUTPHIN BLVD,2012,4,4052,96
Brooklyn,STATE STREET,2016,9,45812,1818
Queens,CROSS ISLE PKWY SR S,2013,5,130456,1344
Brooklyn,CHURCH AV,2014,11,112747,1728
Queens,S/B CRESCENT ST @ 21 AVE,2010,4,4476,94
Brooklyn,CONEY ISL AVE & KNIGS HWY BET QUENTIN RD &KINGS HWY,2010,9,128346,1004
Manhattan,WEST 49 STREET,2017,10,81310,864
Bronx,BROADWAY BET HENRY HUDSON PKWY SB EXIT & 256TH ST,2011,3,104053,894
Brooklyn,BROADWAY,2019,11,92229,1344
Queens,147 AVENUE,2015,10,75711,1536
Brooklyn,AVENUE H,2018,11,104868,4224
Brooklyn,FLATLANDS AVENUE,2015,8,92741,775
Brooklyn,3 STREET,2016,6,21598,776
Bronx,WEBSTER AVENUE,2012,2,112616,1167
Queens,69 AVENUE,2014,12,44126,1406
Staten Island,PORT RICHMOND AVENUE,2017,10,56367,2688
Bronx,TURNBULL AV,2013,1,1659,958
Bronx,MATTHEWSON ROAD,2015,5,4165,48
Queens,MAIN STREET,2017,6,242897,3445
Brooklyn,BAY PKWY BET 76TH ST & AVE P,2010,11,15375,208
Brooklyn,AV D,2013,2,65050,1396
Brooklyn,ARION PL,2013,10,12864,716
Brooklyn,NEVINS STREET,2019,6,78221,1728
Brooklyn,HOYT STREET,2016,9,59955,1905
Brooklyn,CORTELYOU RD,2012,9,144519,3043
Manhattan,CHURCH STREET,2014,10,137887,722
Manhattan,CENTRAL PARK WEST,2017,10,549799,4326
Brooklyn,GLENWOOD ROAD,2016,11,93646,2003
Staten Island,SHARROTT AVENUE,2016,4,22840,762
Bronx,BRE EB EXIT 46,2012,5,283056,1342
Queens,HEMPSTEAD AV,2012,4,697021,3149
Queens,W/B 75 AVE @ 186 ST,2009,9,11084,387
Queens,87 RD,2014,7,208,32
Brooklyn,W/B AVE L @ E 23 ST,2010,4,19020,379
Queens,65 ROAD,2017,3,2041,222
Queens,SANFORD AV,2012,10,224022,3614
Queens,110 ROAD,2017,10,4746,1196
Bronx,EDSON AVENUE,2020,10,120893,864
Brooklyn,ALBANY AVENUE,2015,12,28726,316
Queens,188 STREET,2015,10,228690,1536
Bronx,WHITE PLAINS RD,2015,6,379751,5376
Manhattan,S/B BROADWAY @ E 21 ST,2009,11,5154,49
Manhattan,W 34 ST,2013,12,386276,3448
Bronx,E 165 ST,2016,2,25805,384
Bronx,GARRISON AVENUE,2012,1,6736,289
Queens,Cross Bay Blvd SB Between,2011,4,218641,784
Manhattan,W 44 ST,2013,4,64974,753
Staten Island,GETZ AVENUE,2015,11,33731,672
Manhattan,PARK PLACE,2017,6,56369,1344
Manhattan,ST JAMES PLACE,2017,10,116048,1536
Brooklyn,HANSON PL,2012,11,71765,2950
Manhattan,CBE SB ENTRANCE WASHINGTON BRDG,2015,8,56626,768
Queens,FARMERS BOULEVARD,2017,10,81128,768
Queens,W/B MEMPHIS AVE @ 243 ST,2009,11,942,58
Queens,110 STREET,2015,10,33891,1378
Manhattan,WEST END AVENUE,2014,2,157652,2652
Queens,111 STREET,2018,5,259682,5376
Queens,W/B 20 AVE @ 146 ST,2009,7,32197,612
Staten Island,VAN DUZER ST EXTENSION,2016,4,15256,567
Brooklyn,KINGS HIGHWAY,2019,9,85778,1152
Brooklyn,AVENUE U,2018,5,20098,384
Staten Island,BROOKFIELD AV,2013,10,9072,3078
Bronx,UNION PORT BRIDGE,2019,5,569378,1728
Bronx,EAST 235 STREET,2016,7,4885,388
Queens,114 ROAD,2014,9,75564,1395
Queens,BEVERLY ROAD,2015,11,7408,672
Brooklyn,8 AVENUE,2017,8,313890,2688
Queens,MERRICK BOULEVARD,2016,5,264160,2989
Bronx,HUTCHINSON RIVER PARKWAY,2015,6,4297202,8602
Bronx,CASTLE HILL AVE BET VIRGIL PL & LAFAYETTE AVE,2011,3,58309,1006
Queens,MIDLAND PARKWAY,2014,10,44772,960
Queens,23 AVENUE,2012,1,27683,311
Brooklyn,IMLAY ST,2012,5,13553,1992
Brooklyn,LINDEN STREET,2015,5,258,31
Bronx,HUTCHINSON RIVER PKWY BR,2014,7,33028,80
Brooklyn,CONEY ISLAND AV,2014,8,847583,8725
Queens,NORTHERN BOULEVARD,2017,6,1065781,6487
Brooklyn,EMPIRE BOULEVARD,2018,11,99045,1728
Queens,W/B GRAND AVE @ 84 ST / CALAMUS AVE,2010,1,66059,1055
Queens,S/B PARSONS BLVD @ COOLIDGE AVE,2010,7,44215,397
Manhattan,E/B E 14 ST (1 LANE S SIDE) @ 1ST AVE,2010,11,45216,1022
Queens,21 ST,2012,6,255284,1951
Brooklyn,Eastern Pkwy EB Mainline Between,2010,9,362402,1633
Queens,HEWLETT STREET,2015,11,229778,1728
Queens,115 AVENUE,2015,11,7070,192
Queens,COOPER AVENUE,2015,4,95332,1394
Brooklyn,CENTER DRIVE,2014,10,2845,672
Brooklyn,GRAND ST,2013,3,154424,2122
Brooklyn,KENT AVENUE,2015,10,63496,864
Brooklyn,UNION STREET,2014,10,146238,3181
Manhattan,CHRISTOPHER STREET,2016,9,34808,672
Brooklyn,EAST 58 STREET,2018,5,1463,192
Brooklyn,CONEY ISL AVE&CORTELYOU R BET E9TH & CONEY ISL AVE,2010,9,40892,1088
Brooklyn,N/B 3RD ST BRIDGE @ 3RD ST,2010,4,133899,1355
Staten Island,ARTHUR KILL ROAD,2017,11,90262,708
Queens,ROOSEVELT AVENUE,2014,4,221608,2688
Staten Island,HYLAN BOULEVARD SOUTH,2019,6,155102,1344
Queens,BEACH 20 STREET,2019,6,23088,2688
Staten Island,ANNADALE ROAD,2015,10,30009,1536
Brooklyn,AV W,2012,10,21081,765
Manhattan,12 AVENUE,2020,10,184500,384
Bronx,CROSS BX SVC RD N,2013,2,19134,763
Bronx,BROADWAY,2017,4,163539,1982
Queens,JERICHO TURNPIKE,2018,6,90511,662
Bronx,W 170 ST,2013,10,212192,5760
Brooklyn,AVENUE N,2017,5,36431,751
Queens,WHITESTONE EXWY,2014,5,1591988,2016
Manhattan,MORNINGSIDE DRIVE,2019,2,36652,3456
Queens,55 STREET,2018,5,11228,314
Brooklyn,AVENUE L,2017,2,21720,576
Brooklyn,KINGS HIGHWAY,2017,10,35618,768
Manhattan,E 124 ST,2012,9,39468,163
Queens,SUTPHIN BOULEVARD,2016,3,70021,672
Brooklyn,HARMAN STREET,2017,8,7991,371
Brooklyn,AV I,2013,4,14750,309
Brooklyn,E 29 ST,2013,5,9354,762
Queens,AMTRAK RAILROAD,2012,6,184210,1589
Queens,WHITESTONE EXPWY SB EN ULMER ST,2016,6,190550,1042
Brooklyn,6 AVENUE,2015,6,210208,4032
Bronx,E MT EDEN AVE APPROACH TO GRAND CONCOURSE,2011,6,13594,243
Manhattan,1 AV,2012,10,2025450,9198
Queens,W/B 75 AVE @ 186 ST,2010,3,8257,98
Staten Island,E/B OLMPIA BLVD @ MIDLAND AVE,2009,7,3878,514
Manhattan,W 51 ST,2014,3,38278,708
Brooklyn,S/B E 23 ST @ AVE L,2010,4,5273,94
Bronx,DR MLK JR BLVD EN WASHINGTON BR,2019,6,146606,672
Manhattan,WILLIAMSBURG BRIDGE,2016,10,1959963,7217
Queens,BELT PARKWAY,2019,5,1953889,2400
Brooklyn,W/B DEKALB AVE @ WAVERLY AVE,2009,10,37733,341
Bronx,N/B STRATFORD AVE @ E 172 ST,2009,12,7169,384
Staten Island,HILLSIDE TERRACE,2017,1,2584,588
Manhattan,BROADWAY,2019,9,106651,1728
Manhattan,CANAL STREET,2017,6,129304,672
Queens,S/B 150 ST @ 25 AVE,2010,11,3790,156
Brooklyn,VAN BRUNT STREET,2015,3,99762,1536
Bronx,W/B E GUN HILL RD@ROCHAMBEAU AV,2009,10,68425,1447
Queens,93RD ST APPROACH TO LIBERTY AVE,2011,3,26194,846
Manhattan,7 AVENUE,2015,5,120693,384
Manhattan,E 48 ST,2011,10,24778,666
Manhattan,S/B LENOX AVE @ W 135 ST,2009,9,53311,460
Brooklyn,E/B ATLANTIC AVE @ ELDERT LANE,2010,4,133259,1096
Manhattan,BROADWAY,2020,10,195372,2496
Queens,E/B JAMAICA AVE @ 202 ST,2010,8,70466,750
Staten Island,CASTLETON AVENUE,2012,1,57922,1146
Bronx,WHITE PLAINS ROAD,2016,3,220092,3426
Brooklyn,MC DONALD AVENUE,2015,4,129361,2112
Queens,LITTLE NECK PARKWAY,2014,9,146325,2304
Staten Island,ST MARKS PL,2013,11,20184,677
Brooklyn,N/B 3 AVE BRIDGE @ 3 STREET - 6 STREET,2008,5,75201,1101
Brooklyn,OCEAN AVENUE,2017,5,918926,8779
Brooklyn,AVENUE L,2017,5,23107,372
Queens,N/B SPRINGFIELD BLVD @ 109 AVE,2010,5,30590,411
Manhattan,WEST 70 STREET,2016,11,75889,1344
Queens,46 STREET,2016,5,4786,379
Queens,63 AV,2012,10,47117,732
Bronx,EAST 163 STREET,2017,11,96423,1058
Brooklyn,METROPOLITAN AVENUE,2016,7,270601,1728
Queens,103 STREET,2014,10,27775,864
Queens,PARSONS BOULEVARD,2019,3,25402,1344
Queens,CROSS IS PKWY,2013,10,1368315,1800
Queens,ROCKAWAY BLVD NB APPROACH TO INWOOD STREET,2009,11,72340,856
Manhattan,WEST 178 STREET,2019,10,147656,672
Manhattan,EAST 72 STREET,2017,11,65851,1413
Brooklyn,STEWART AVENUE,2014,10,24603,1728
Queens,3 AVENUE,2015,4,10354,768
Brooklyn,EAST 26 STREET,2017,2,1092,150
Queens,BORDEN AVENUE BRIDGE,2015,4,164908,2744
Manhattan,WEST END AV,2012,4,109327,672
Manhattan,WEST END AV,2013,10,467539,4683
Staten Island,INDEPENDENCE AVENUE,2018,6,48474,1344
Bronx,N/B GRAND CONCORS (S/R)@VAN CORTLANDT AV,2010,10,31736,954
Brooklyn,LOGAN ST,2016,2,59542,192
Brooklyn,W 2 ST,2012,5,9148,927
Manhattan,W/B WASHINGTON BRIDGE TO MANHATTAN,2010,9,36487,144
Staten Island,RICHMOND TERRACE,2019,1,277429,4800
Brooklyn,SACKMAN ST,2013,5,2355,238
Manhattan,WEST BROADWAY,2014,10,146710,2128
Brooklyn,BAY 11 ST,2013,10,10455,1155
Queens,HILLSIDE AV,2011,11,159556,1225
Staten Island,DALEHAM ST,2013,10,4879,1244
Bronx,S/B HUT RIVR PKY 2000FT N/O EX-2 C&R LAN,2009,12,316,178
Manhattan,1 AV,2012,9,222963,720
Brooklyn,FRANKLIN AVENUE,2015,6,41001,576
